532,152
533,160
534,160
534,160
533,159
534,158
534,157
534,156
537,158
534,154
538,156
538,156
538,156
538,156
538,156
534,134
534,133
534,132
534,131
534,130
534,128
534,127
534,126
534,125
534,124
534,123
534,122
534,121
533,121
533,120
533,119
533,119
533,118
533,117
533,117
533,116
533,116
533,115
532,115
532,115
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,115
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,115
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,115
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,114
532,113
531,112
531,111
531,110
531,109
531,108
531,107
531,107
531,106
531,106
531,105
531,105
531,105
531,105
531,104
531,104
531,105
531,105
531,105
531,104
531,104
531,105
531,105
531,104
531,104
531,104
531,105
531,105
531,104
531,104
531,105
531,105
531,105
531,104
530,104
530,104
530,105
531,105
531,104
530,105
530,105
530,105
531,105
530,105
530,104
530,105
530,105
530,104
530,104
530,104
530,105
530,105
531,104
530,104
530,105
530,105
530,105
530,104
530,104
530,105
530,105
530,104
530,104
530,104
530,104
530,105
530,105
530,104
530,104
530,105
531,105
530,104
530,104
530,105
530,105
530,105
530,104
530,105
530,105
530,105
530,105
531,104
469,68
451,105
460,171
531,105
